motherboard_brand,motherboard_chipset,cpu_brand,cpu_model,ram_brand,ram_size_gb,ram_type,ram_speed_mhz,gpu_brand,gpu_model,cooler_brand,cooler_type,cabinet_brand,cabinet_type,psu_brand,psu_wattage,storage_type,storage_capacity_gb,total_price
msi,b660,intel,intel_core_i7-13700k,g_skill,128_gb,ddr4,4000_mhz,amd,radeon_rx_7800_xt,noctua,air,corsair,full_tower,seasonic,850_wattage,ssd_nvme,256_gb,246784.0
asus,z790,intel,intel_core_i3-13100,crucial,8_gb,ddr4,3600_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,fractal_design,full_tower,seasonic,550_wattage,ssd_nvme,1000_gb,70392.0
gigabyte,b660,intel,intel_core_i3-13100,adata,32_gb,ddr5,3600_mhz,amd,radeon_rx_7900_xtx,corsair,aio_240mm,cooler_master,mid_tower,antec,1200_wattage,ssd_nvme,256_gb,326180.70000000007
biostar,a520,amd,amd_athlon_3000g,adata,8_gb,ddr4,3000_mhz,amd,radeon_rx_7900_xtx,cooler_master,air,antec,mini-itx,seasonic,1000_wattage,ssd_nvme,2000_gb,297229.0
msi,x670,amd,amd_ryzen_5_5600x,corsair,32_gb,ddr4,2666_mhz,nvidia,rtx_4070,stock_cooler,stock,nzxt,mid_tower,corsair_(budget),750_wattage,ssd_sata,512_gb,196882.0
gigabyte,z690,intel,intel_core_i7-13700k,patriot,16_gb,ddr5,3600_mhz,nvidia,rtx_3060,be_quiet!,aio_240mm,nzxt,full_tower,evga,650_wattage,ssd_sata,2000_gb,148052.0
msi,a520,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr4,3200_mhz,nvidia,rtx_4070,be_quiet!,air,fractal_design,microatx,corsair,1000_wattage,ssd_sata,512_gb,227506.0
asrock,x570,amd,amd_athlon_3000g,adata,16_gb,ddr5,5200_mhz,nvidia,rtx_4090,be_quiet!,air,cooler_master,mid_tower,cooler_master,1000_wattage,ssd_nvme,512_gb,325072.0
intel,h670,intel,intel_core_i5-13600k,corsair,8_gb,ddr4,2400_mhz,amd,radeon_rx_6500_xt,corsair,air,thermaltake,microatx,antec,450_wattage,ssd_sata,256_gb,65863.0
biostar,x670,amd,amd_ryzen_5_7600x,crucial,8_gb,ddr4,2666_mhz,amd,radeon_rx_7900_xtx,cooler_master,air,fractal_design,full_tower,corsair,850_wattage,ssd_sata,256_gb,320839.0
asus,z690,intel,intel_core_i9-13900k,g_skill,8_gb,ddr4,3000_mhz,amd,radeon_rx_6500_xt,be_quiet!,aio_240mm,cooler_master,full_tower,antec,450_wattage,ssd_nvme,2000_gb,132009.0
asrock,x570,amd,amd_ryzen_5_7600x,teamgroup,8_gb,ddr4,3000_mhz,nvidia,gtx_1650,noctua,air,cooler_master,mini-itx,cooler_master,450_wattage,hdd,2000_gb,75734.0
msi,x570,amd,amd_ryzen_7_7700x,crucial,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,corsair,stock,corsair,full_tower,corsair_(budget),450_wattage,ssd_nvme,2000_gb,111356.0
gigabyte,b550,amd,amd_ryzen_5_7600x,adata,8_gb,ddr5,3600_mhz,nvidia,gtx_1650,stock_cooler,aio_360mm,antec,full_tower,antec,650_wattage,hdd,1000_gb,81629.0
asrock,b660,intel,intel_core_i5-13600k,adata,16_gb,ddr4,2400_mhz,amd,radeon_rx_7600,cooler_master,air,nzxt,mini-itx,cooler_master,850_wattage,ssd_sata,2000_gb,107354.0
msi,b660,intel,intel_pentium_gold_g7400,patriot,16_gb,ddr5,5600_mhz,nvidia,rtx_4080,corsair,air,cooler_master,microatx,cooler_master,1000_wattage,ssd_nvme,1000_gb,168957.0
evga,a520,amd,amd_ryzen_9_7950x,crucial,16_gb,ddr5,4800_mhz,nvidia,rtx_4070,deepcool,aio_360mm,nzxt,microatx,cooler_master,1000_wattage,ssd_nvme,512_gb,244597.0
asus,b660,intel,intel_pentium_gold_g7400,corsair,16_gb,ddr5,5200_mhz,nvidia,gtx_1650,noctua,air,thermaltake,full_tower,evga,450_wattage,ssd_nvme,512_gb,61145.0
asus,z790,intel,intel_core_i3-13100,corsair,16_gb,ddr5,5600_mhz,nvidia,rtx_4080,be_quiet!,aio_240mm,nzxt,mini-itx,corsair,750_wattage,ssd_nvme,256_gb,183457.0
gigabyte,a520,amd,amd_ryzen_9_7950x,crucial,8_gb,ddr4,3600_mhz,nvidia,rtx_4080,stock_cooler,air,corsair,microatx,corsair,1000_wattage,ssd_sata,512_gb,232784.0
biostar,a520,amd,amd_athlon_3000g,corsair,64_gb,ddr5,3600_mhz,nvidia,rtx_4080,deepcool,air,thermaltake,mini-itx,antec,850_wattage,ssd_nvme,512_gb,228692.0
asrock,b550,amd,amd_ryzen_9_7950x,g_skill,16_gb,ddr4,3200_mhz,nvidia,rtx_4090,noctua,stock,antec,microatx,corsair,850_wattage,ssd_nvme,256_gb,317302.0
asrock,z790,intel,intel_core_i3-13100,corsair,16_gb,ddr4,3600_mhz,nvidia,rtx_4080,noctua,air,nzxt,mid_tower,seasonic,750_wattage,ssd_nvme,2000_gb,188710.0
asus,b660,intel,intel_pentium_gold_g7400,teamgroup,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,stock_cooler,air,cooler_master,mid_tower,cooler_master,550_wattage,ssd_nvme,2000_gb,55788.0
gigabyte,h610,intel,intel_core_i9-13900k,corsair,8_gb,ddr5,3600_mhz,nvidia,gtx_1650,cooler_master,air,cooler_master,full_tower,evga,650_wattage,ssd_nvme,2000_gb,117755.0
asus,z690,intel,intel_core_i3-13100,kingston,8_gb,ddr5,5600_mhz,nvidia,rtx_4070,cooler_master,aio_240mm,corsair,mid_tower,seasonic,1000_wattage,ssd_sata,1000_gb,176646.0
gigabyte,h610,intel,intel_core_i3-13100,kingston,8_gb,ddr4,3000_mhz,amd,radeon_rx_7600,cooler_master,air,cooler_master,full_tower,cooler_master,850_wattage,ssd_nvme,2000_gb,93420.0
msi,z790,intel,intel_core_i7-13700k,corsair,16_gb,ddr4,3600_mhz,nvidia,rtx_4080,noctua,aio_240mm,fractal_design,microatx,seasonic,1000_wattage,ssd_sata,256_gb,209591.0
asus,b660,intel,intel_core_i9-13900k,crucial,8_gb,ddr5,5200_mhz,nvidia,rtx_3060,deepcool,air,antec,full_tower,antec,850_wattage,hdd,2000_gb,153737.0
gigabyte,x570,amd,amd_ryzen_9_7950x,crucial,8_gb,ddr5,4800_mhz,nvidia,rtx_4070,corsair,aio_240mm,cooler_master,microatx,seasonic,750_wattage,hdd,2000_gb,247537.0
asrock,h610,intel,intel_core_i7-13700k,adata,8_gb,ddr4,3600_mhz,nvidia,rtx_3060,cooler_master,aio_360mm,generic,microatx,evga,750_wattage,ssd_sata,1000_gb,129873.0
intel,a520,amd,amd_athlon_3000g,patriot,16_gb,ddr5,3200_mhz,amd,radeon_rx_7900_xtx,cooler_master,aio_120mm,corsair,microatx,evga,1200_wattage,hdd,1000_gb,326180.70000000007
gigabyte,b660,intel,intel_core_i7-13700k,g_skill,8_gb,ddr5,5200_mhz,nvidia,rtx_4080,be_quiet!,aio_120mm,fractal_design,mini-itx,evga,1000_wattage,hdd,1000_gb,226132.0
intel,b550,amd,amd_ryzen_7_7700x,corsair,8_gb,ddr4,4000_mhz,nvidia,rtx_3060,be_quiet!,air,fractal_design,microatx,evga,650_wattage,ssd_nvme,256_gb,111879.0
evga,x570,amd,amd_ryzen_9_7950x,g_skill,8_gb,ddr5,3600_mhz,nvidia,rtx_4080,noctua,air,antec,microatx,corsair,1000_wattage,ssd_sata,2000_gb,245899.0
asrock,h610,intel,intel_core_i5-13600k,teamgroup,16_gb,ddr4,3000_mhz,amd,radeon_rx_7900_xtx,stock_cooler,aio_120mm,corsair,mid_tower,cooler_master,1000_wattage,ssd_sata,2000_gb,288641.0
asrock,x570,amd,amd_ryzen_7_7700x,g_skill,16_gb,ddr4,3200_mhz,nvidia,rtx_4080,deepcool,air,antec,mid_tower,corsair,750_wattage,ssd_nvme,512_gb,223316.0
asus,a520,amd,amd_ryzen_5_5600x,kingston,32_gb,ddr5,4800_mhz,amd,radeon_rx_7800_xt,deepcool,aio_240mm,antec,microatx,seasonic,850_wattage,ssd_nvme,256_gb,184072.0
evga,h610,intel,intel_core_i7-13700k,adata,32_gb,ddr4,3000_mhz,nvidia,rtx_3060,be_quiet!,aio_240mm,cooler_master,full_tower,cooler_master,850_wattage,ssd_nvme,1000_gb,136743.0
biostar,b550,amd,amd_athlon_3000g,g_skill,8_gb,ddr5,4800_mhz,nvidia,rtx_4070,stock_cooler,aio_360mm,nzxt,mid_tower,antec,1000_wattage,ssd_nvme,2000_gb,171470.0
gigabyte,z690,intel,intel_core_i5-13600k,patriot,32_gb,ddr5,4800_mhz,nvidia,gtx_1650,deepcool,aio_360mm,fractal_design,full_tower,seasonic,450_wattage,ssd_sata,256_gb,110788.0
evga,a520,amd,amd_ryzen_7_7700x,kingston,32_gb,ddr5,3600_mhz,nvidia,rtx_4070,cooler_master,air,antec,full_tower,seasonic,850_wattage,ssd_nvme,2000_gb,233005.0
evga,z790,intel,intel_core_i9-13900k,crucial,16_gb,ddr5,3600_mhz,nvidia,rtx_4070,deepcool,air,thermaltake,full_tower,evga,750_wattage,ssd_nvme,512_gb,240422.0
asus,x570,amd,amd_ryzen_5_5600x,g_skill,16_gb,ddr4,3000_mhz,nvidia,gtx_1650,noctua,aio_360mm,generic,mini-itx,evga,450_wattage,ssd_sata,2000_gb,88336.0
msi,z690,intel,intel_core_i5-13600k,corsair,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,be_quiet!,air,antec,microatx,corsair_(budget),450_wattage,ssd_nvme,256_gb,78165.0
intel,z690,intel,intel_core_i3-13100,patriot,16_gb,ddr5,3200_mhz,nvidia,rtx_3060,noctua,aio_240mm,antec,mini-itx,cooler_master,850_wattage,ssd_nvme,1000_gb,117678.0
msi,z690,intel,intel_pentium_gold_g7400,teamgroup,32_gb,ddr5,5200_mhz,nvidia,gtx_1650,noctua,air,corsair,mid_tower,corsair_(budget),550_wattage,ssd_sata,512_gb,80459.0
msi,b660,intel,intel_core_i7-13700k,corsair,16_gb,ddr4,2666_mhz,nvidia,rtx_4090,corsair,air,nzxt,microatx,antec,850_wattage,ssd_nvme,1000_gb,326180.70000000007
gigabyte,b650,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr5,4800_mhz,nvidia,rtx_3060,deepcool,aio_360mm,cooler_master,microatx,evga,850_wattage,ssd_nvme,256_gb,128641.0
gigabyte,z690,intel,intel_core_i7-13700k,teamgroup,64_gb,ddr5,5200_mhz,amd,radeon_rx_7600,corsair,air,fractal_design,microatx,corsair,750_wattage,hdd,2000_gb,176305.0
asrock,x570,amd,amd_ryzen_5_5600x,crucial,16_gb,ddr5,3200_mhz,nvidia,rtx_4070,deepcool,air,thermaltake,microatx,seasonic,1000_wattage,ssd_sata,1000_gb,202009.0
asus,b650,amd,amd_ryzen_5_7600x,kingston,8_gb,ddr5,3600_mhz,nvidia,gtx_1650,cooler_master,air,fractal_design,mid_tower,antec,450_wattage,ssd_nvme,2000_gb,79394.0
biostar,x670,amd,amd_athlon_3000g,g_skill,16_gb,ddr4,3200_mhz,amd,radeon_rx_7900_xtx,be_quiet!,aio_240mm,generic,mid_tower,cooler_master,1200_wattage,ssd_nvme,2000_gb,326180.70000000007
asus,h670,intel,intel_pentium_gold_g7400,kingston,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,deepcool,aio_240mm,corsair,full_tower,antec,550_wattage,ssd_nvme,512_gb,57401.0
intel,h670,intel,intel_core_i3-13100,teamgroup,16_gb,ddr5,5200_mhz,amd,radeon_rx_7800_xt,be_quiet!,aio_240mm,cooler_master,full_tower,seasonic,850_wattage,ssd_sata,2000_gb,176732.0
intel,b660,intel,intel_core_i7-13700k,adata,8_gb,ddr5,5200_mhz,nvidia,rtx_4090,be_quiet!,aio_360mm,generic,microatx,corsair,1000_wattage,ssd_nvme,2000_gb,326180.70000000007
gigabyte,h610,intel,intel_core_i5-13600k,g_skill,16_gb,ddr4,4000_mhz,nvidia,rtx_4080,cooler_master,aio_240mm,corsair,mini-itx,cooler_master,1000_wattage,ssd_nvme,2000_gb,195313.0
asrock,b660,intel,intel_core_i5-13600k,patriot,8_gb,ddr4,2400_mhz,nvidia,rtx_3060,be_quiet!,aio_240mm,corsair,mini-itx,antec,850_wattage,hdd,2000_gb,109958.0
asus,b650,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr4,3000_mhz,nvidia,rtx_3060,be_quiet!,aio_240mm,antec,microatx,corsair_(budget),750_wattage,ssd_nvme,1000_gb,113555.0
msi,a520,amd,amd_ryzen_9_7950x,g_skill,16_gb,ddr4,4000_mhz,nvidia,rtx_4080,noctua,air,fractal_design,full_tower,antec,1000_wattage,ssd_nvme,2000_gb,233836.0
asrock,x570,amd,amd_ryzen_9_7950x,corsair,32_gb,ddr4,2666_mhz,nvidia,rtx_3060,deepcool,air,nzxt,mid_tower,antec,850_wattage,ssd_nvme,256_gb,163272.0
msi,x670,amd,amd_athlon_3000g,g_skill,16_gb,ddr5,3200_mhz,nvidia,rtx_4080,be_quiet!,air,nzxt,microatx,seasonic,1000_wattage,hdd,1000_gb,189185.0
asrock,b660,intel,intel_core_i3-13100,patriot,16_gb,ddr5,5200_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,thermaltake,mini-itx,corsair_(budget),650_wattage,ssd_nvme,1000_gb,64024.0
asus,a520,amd,amd_ryzen_9_7950x,adata,8_gb,ddr5,5200_mhz,amd,radeon_rx_7900_xtx,be_quiet!,aio_240mm,generic,full_tower,evga,1200_wattage,ssd_nvme,512_gb,326180.70000000007
asrock,x570,amd,amd_athlon_3000g,teamgroup,16_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,deepcool,aio_360mm,antec,full_tower,seasonic,850_wattage,ssd_nvme,512_gb,190115.0
gigabyte,z790,intel,intel_core_i3-13100,g_skill,8_gb,ddr4,3600_mhz,nvidia,rtx_4070,noctua,air,generic,microatx,corsair,750_wattage,ssd_sata,512_gb,174685.0
gigabyte,a520,amd,amd_ryzen_9_7950x,adata,64_gb,ddr5,5200_mhz,amd,radeon_rx_6500_xt,deepcool,air,generic,full_tower,evga,650_wattage,ssd_nvme,1000_gb,163786.0
gigabyte,b650,amd,amd_ryzen_9_7950x,adata,16_gb,ddr5,5600_mhz,nvidia,gtx_1650,stock_cooler,aio_360mm,nzxt,full_tower,corsair,450_wattage,ssd_nvme,256_gb,134939.0
intel,b650,amd,amd_ryzen_9_7950x,corsair,64_gb,ddr5,3600_mhz,nvidia,rtx_4070,cooler_master,aio_240mm,corsair,mid_tower,seasonic,1000_wattage,ssd_nvme,2000_gb,294782.0
intel,x570,amd,amd_ryzen_5_5600x,teamgroup,8_gb,ddr5,5200_mhz,nvidia,rtx_4070,stock_cooler,aio_120mm,generic,mid_tower,evga,850_wattage,ssd_nvme,1000_gb,196781.0
asus,x570,amd,amd_ryzen_5_7600x,adata,16_gb,ddr4,2666_mhz,amd,radeon_rx_7900_xtx,stock_cooler,aio_360mm,generic,mid_tower,corsair_(budget),1000_wattage,ssd_sata,256_gb,326180.70000000007
asus,b660,intel,intel_core_i3-13100,crucial,8_gb,ddr5,4800_mhz,nvidia,gtx_1650,deepcool,aio_240mm,generic,full_tower,corsair_(budget),550_wattage,ssd_nvme,2000_gb,69653.0
biostar,z690,intel,intel_pentium_gold_g7400,patriot,16_gb,ddr4,3200_mhz,nvidia,rtx_3060,deepcool,aio_120mm,corsair,microatx,seasonic,750_wattage,ssd_nvme,512_gb,81380.0
msi,x670,amd,amd_ryzen_5_7600x,corsair,8_gb,ddr5,5600_mhz,nvidia,rtx_4090,corsair,air,generic,mini-itx,corsair_(budget),850_wattage,ssd_nvme,1000_gb,323113.0
biostar,b650,amd,amd_ryzen_5_7600x,g_skill,8_gb,ddr4,2666_mhz,nvidia,rtx_3060,noctua,aio_120mm,cooler_master,mini-itx,cooler_master,850_wattage,ssd_sata,1000_gb,106409.0
gigabyte,b650,amd,amd_ryzen_5_5600x,adata,8_gb,ddr5,4800_mhz,amd,radeon_rx_7900_xtx,cooler_master,air,cooler_master,mid_tower,seasonic,850_wattage,ssd_nvme,512_gb,296755.0
biostar,b660,intel,intel_core_i9-13900k,kingston,16_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,deepcool,air,antec,mini-itx,corsair,850_wattage,ssd_nvme,256_gb,234026.0
msi,b660,intel,intel_core_i9-13900k,adata,16_gb,ddr5,4800_mhz,amd,radeon_rx_6500_xt,cooler_master,aio_120mm,thermaltake,microatx,corsair_(budget),650_wattage,ssd_sata,512_gb,117350.0
biostar,h670,intel,intel_core_i7-13700k,crucial,16_gb,ddr4,3600_mhz,nvidia,rtx_3060,be_quiet!,air,fractal_design,full_tower,cooler_master,850_wattage,ssd_nvme,2000_gb,132067.0
gigabyte,x670,amd,amd_ryzen_7_7700x,teamgroup,32_gb,ddr4,3200_mhz,nvidia,rtx_3060,stock_cooler,air,thermaltake,mid_tower,evga,850_wattage,ssd_nvme,256_gb,141896.0
msi,b550,amd,amd_ryzen_5_7600x,teamgroup,16_gb,ddr5,3200_mhz,nvidia,rtx_3060,stock_cooler,air,fractal_design,full_tower,cooler_master,650_wattage,ssd_nvme,2000_gb,114241.0
asrock,b650,amd,amd_ryzen_5_5600x,adata,16_gb,ddr4,3600_mhz,amd,radeon_rx_6500_xt,deepcool,aio_120mm,thermaltake,full_tower,seasonic,550_wattage,ssd_nvme,2000_gb,73961.0
asus,z790,intel,intel_core_i3-13100,g_skill,8_gb,ddr5,5600_mhz,nvidia,rtx_3060,corsair,air,generic,mid_tower,cooler_master,750_wattage,ssd_nvme,1000_gb,101218.0
asrock,z690,intel,intel_core_i5-13600k,crucial,16_gb,ddr4,3600_mhz,nvidia,rtx_3060,deepcool,aio_240mm,nzxt,mid_tower,corsair_(budget),850_wattage,ssd_sata,1000_gb,124231.0
asus,b550,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr5,5200_mhz,nvidia,gtx_1650,stock_cooler,stock,cooler_master,mid_tower,evga,450_wattage,ssd_nvme,2000_gb,123489.0
asrock,b660,intel,intel_pentium_gold_g7400,g_skill,32_gb,ddr5,3600_mhz,nvidia,rtx_4070,deepcool,air,fractal_design,microatx,seasonic,750_wattage,ssd_nvme,2000_gb,185557.0
msi,z690,intel,intel_core_i5-13600k,corsair,8_gb,ddr4,2666_mhz,nvidia,rtx_4070,deepcool,aio_240mm,thermaltake,microatx,cooler_master,1000_wattage,ssd_nvme,256_gb,214297.0
msi,h610,intel,intel_core_i5-13600k,patriot,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,noctua,air,nzxt,microatx,corsair,450_wattage,ssd_sata,256_gb,63023.0
biostar,z690,intel,intel_core_i5-13600k,adata,32_gb,ddr5,3600_mhz,nvidia,rtx_4070,deepcool,air,corsair,mid_tower,antec,1000_wattage,ssd_sata,512_gb,203556.0
gigabyte,x670,amd,amd_athlon_3000g,crucial,16_gb,ddr4,2666_mhz,nvidia,rtx_4080,corsair,air,nzxt,microatx,corsair_(budget),1000_wattage,ssd_nvme,1000_gb,188504.0
intel,z690,intel,intel_core_i3-13100,corsair,16_gb,ddr4,2666_mhz,nvidia,rtx_3060,stock_cooler,aio_240mm,nzxt,microatx,corsair_(budget),650_wattage,ssd_sata,512_gb,93584.0
gigabyte,z690,intel,intel_core_i5-13600k,crucial,32_gb,ddr5,3600_mhz,nvidia,rtx_4080,stock_cooler,air,cooler_master,full_tower,corsair,850_wattage,ssd_sata,512_gb,206889.0
evga,x570,amd,amd_ryzen_7_7700x,kingston,16_gb,ddr5,5600_mhz,nvidia,rtx_4070,be_quiet!,air,cooler_master,mid_tower,antec,750_wattage,ssd_sata,1000_gb,218495.0
intel,z690,intel,intel_pentium_gold_g7400,patriot,32_gb,ddr5,4800_mhz,nvidia,rtx_3060,deepcool,air,corsair,full_tower,corsair,850_wattage,ssd_nvme,256_gb,110693.0
evga,x570,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr4,2666_mhz,nvidia,rtx_4080,noctua,air,generic,microatx,evga,750_wattage,ssd_nvme,256_gb,196614.0
evga,x570,amd,amd_ryzen_5_7600x,kingston,16_gb,ddr4,3200_mhz,nvidia,rtx_4080,be_quiet!,air,fractal_design,full_tower,corsair,1000_wattage,ssd_nvme,512_gb,211319.0
evga,x570,amd,amd_athlon_3000g,teamgroup,8_gb,ddr4,2400_mhz,amd,radeon_rx_6500_xt,corsair,air,generic,mini-itx,corsair_(budget),650_wattage,ssd_nvme,256_gb,55367.0
asrock,x570,amd,amd_ryzen_7_7700x,patriot,8_gb,ddr5,5200_mhz,amd,radeon_rx_7900_xtx,cooler_master,air,thermaltake,full_tower,evga,1000_wattage,ssd_nvme,256_gb,326180.70000000007
evga,z690,intel,intel_core_i7-13700k,crucial,8_gb,ddr4,3000_mhz,nvidia,rtx_3060,be_quiet!,air,nzxt,mini-itx,corsair,650_wattage,ssd_nvme,1000_gb,131270.0
biostar,x670,amd,amd_ryzen_7_7700x,crucial,32_gb,ddr4,2400_mhz,nvidia,rtx_4070,be_quiet!,stock,cooler_master,microatx,corsair_(budget),1000_wattage,ssd_nvme,1000_gb,206441.0
intel,a520,amd,amd_ryzen_9_7950x,adata,32_gb,ddr5,3200_mhz,nvidia,rtx_4070,noctua,aio_360mm,cooler_master,mini-itx,corsair,750_wattage,ssd_sata,1000_gb,253590.0
asrock,h670,intel,intel_core_i3-13100,adata,16_gb,ddr5,4800_mhz,amd,radeon_rx_6500_xt,deepcool,air,thermaltake,mini-itx,seasonic,450_wattage,ssd_nvme,512_gb,55623.0
intel,x570,amd,amd_ryzen_9_7950x,g_skill,16_gb,ddr5,5600_mhz,nvidia,gtx_1650,be_quiet!,aio_120mm,fractal_design,full_tower,cooler_master,450_wattage,ssd_nvme,256_gb,131149.0
asus,a520,amd,amd_ryzen_7_7700x,patriot,8_gb,ddr4,3000_mhz,nvidia,rtx_4090,noctua,air,fractal_design,full_tower,antec,1000_wattage,ssd_nvme,512_gb,326180.70000000007
asrock,x570,amd,amd_ryzen_9_7950x,adata,16_gb,ddr5,5600_mhz,amd,radeon_rx_7800_xt,be_quiet!,air,generic,mini-itx,seasonic,750_wattage,ssd_sata,2000_gb,249726.0
asrock,a520,amd,amd_ryzen_5_7600x,teamgroup,16_gb,ddr5,3600_mhz,nvidia,rtx_3060,deepcool,air,fractal_design,mid_tower,seasonic,850_wattage,ssd_nvme,1000_gb,103742.0
gigabyte,a520,amd,amd_athlon_3000g,kingston,8_gb,ddr4,3000_mhz,amd,radeon_rx_7800_xt,deepcool,air,nzxt,mid_tower,corsair_(budget),750_wattage,ssd_sata,2000_gb,164178.0
gigabyte,a520,amd,amd_ryzen_5_7600x,g_skill,16_gb,ddr5,3600_mhz,amd,radeon_rx_7600,noctua,air,nzxt,microatx,corsair,750_wattage,ssd_nvme,512_gb,104698.0
gigabyte,x670,amd,amd_athlon_3000g,adata,8_gb,ddr5,3200_mhz,nvidia,gtx_1650,be_quiet!,air,cooler_master,microatx,evga,650_wattage,ssd_nvme,1000_gb,64508.0
gigabyte,b550,amd,amd_ryzen_5_7600x,g_skill,16_gb,ddr4,3200_mhz,nvidia,rtx_3060,deepcool,air,generic,mid_tower,antec,650_wattage,ssd_nvme,1000_gb,98067.0
msi,x670,amd,amd_ryzen_7_7700x,adata,16_gb,ddr5,3200_mhz,nvidia,rtx_3060,corsair,air,nzxt,microatx,evga,750_wattage,ssd_nvme,256_gb,144794.0
msi,b650,amd,amd_ryzen_5_5600x,corsair,8_gb,ddr5,3600_mhz,nvidia,rtx_4080,deepcool,air,fractal_design,full_tower,evga,1000_wattage,ssd_sata,512_gb,195026.0
gigabyte,h610,intel,intel_core_i9-13900k,kingston,16_gb,ddr5,3600_mhz,nvidia,rtx_4080,stock_cooler,aio_360mm,corsair,mid_tower,seasonic,850_wattage,ssd_nvme,512_gb,227004.0
msi,a520,amd,amd_ryzen_9_7950x,adata,16_gb,ddr5,3600_mhz,nvidia,rtx_3060,stock_cooler,air,antec,microatx,corsair,750_wattage,ssd_nvme,512_gb,152188.0
asus,x670,amd,amd_ryzen_5_7600x,adata,32_gb,ddr5,4800_mhz,nvidia,rtx_4090,cooler_master,aio_240mm,generic,full_tower,cooler_master,850_wattage,ssd_sata,512_gb,326180.70000000007
gigabyte,x570,amd,amd_ryzen_7_7700x,adata,8_gb,ddr5,5600_mhz,nvidia,gtx_1650,cooler_master,air,cooler_master,microatx,evga,650_wattage,ssd_nvme,2000_gb,110999.0
intel,h610,intel,intel_pentium_gold_g7400,adata,16_gb,ddr5,3600_mhz,nvidia,rtx_3060,deepcool,air,corsair,mid_tower,seasonic,650_wattage,ssd_nvme,512_gb,83316.0
asrock,a520,amd,amd_athlon_3000g,g_skill,16_gb,ddr5,3600_mhz,amd,radeon_rx_7600,cooler_master,aio_240mm,antec,mini-itx,evga,750_wattage,ssd_nvme,512_gb,93166.0
biostar,b650,amd,amd_ryzen_7_7700x,g_skill,16_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,stock_cooler,air,corsair,mid_tower,seasonic,850_wattage,ssd_nvme,2000_gb,229193.0
biostar,b550,amd,amd_ryzen_5_5600x,adata,32_gb,ddr4,4000_mhz,nvidia,rtx_4090,deepcool,aio_240mm,nzxt,mid_tower,corsair,1200_wattage,ssd_nvme,256_gb,326180.70000000007
msi,b550,amd,amd_ryzen_7_7700x,kingston,8_gb,ddr4,3200_mhz,nvidia,rtx_4080,cooler_master,aio_120mm,nzxt,mini-itx,cooler_master,750_wattage,ssd_sata,2000_gb,199409.0
gigabyte,a520,amd,amd_ryzen_9_7950x,g_skill,32_gb,ddr5,3200_mhz,nvidia,rtx_4090,deepcool,air,fractal_design,mid_tower,corsair_(budget),850_wattage,ssd_nvme,256_gb,326180.70000000007
msi,z690,intel,intel_core_i5-13600k,patriot,16_gb,ddr4,3000_mhz,nvidia,rtx_4070,stock_cooler,air,fractal_design,full_tower,cooler_master,850_wattage,ssd_nvme,512_gb,190422.0
gigabyte,a520,amd,amd_ryzen_5_7600x,g_skill,16_gb,ddr5,5200_mhz,nvidia,rtx_4080,noctua,aio_360mm,cooler_master,microatx,antec,1000_wattage,ssd_sata,2000_gb,214040.0
evga,a520,amd,amd_athlon_3000g,crucial,16_gb,ddr5,5200_mhz,nvidia,rtx_3060,be_quiet!,aio_120mm,nzxt,mid_tower,antec,850_wattage,hdd,2000_gb,89623.0
evga,z790,intel,intel_core_i7-13700k,patriot,16_gb,ddr4,2666_mhz,nvidia,rtx_4070,deepcool,aio_240mm,generic,microatx,seasonic,850_wattage,ssd_nvme,2000_gb,221000.0
biostar,x570,amd,amd_athlon_3000g,crucial,16_gb,ddr5,5600_mhz,nvidia,rtx_4070,noctua,air,nzxt,microatx,evga,750_wattage,ssd_nvme,2000_gb,170832.0
evga,a520,amd,amd_ryzen_5_5600x,teamgroup,8_gb,ddr4,2400_mhz,amd,radeon_rx_7600,noctua,aio_240mm,antec,mid_tower,cooler_master,650_wattage,ssd_nvme,1000_gb,91523.0
msi,a520,amd,amd_athlon_3000g,adata,8_gb,ddr5,3600_mhz,amd,radeon_rx_7600,corsair,air,cooler_master,microatx,corsair_(budget),650_wattage,ssd_nvme,256_gb,71238.0
evga,b550,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr4,3000_mhz,amd,radeon_rx_7600,corsair,air,thermaltake,mini-itx,corsair_(budget),650_wattage,ssd_nvme,1000_gb,151991.0
msi,x570,amd,amd_ryzen_5_5600x,corsair,32_gb,ddr5,5200_mhz,nvidia,rtx_4080,corsair,aio_240mm,antec,full_tower,antec,750_wattage,ssd_nvme,1000_gb,221043.0
